Show_ID,Title,Genre,Release_Year,Rating,Duration,Country,Date_Added,Director,Cast,Language,Production_Type,IMDB_Score,Number_of_Episodes,Tags,User_Engagement,Award_Winning,Budget,Release_Month
s0386,History reduce,Comedy,2005,TV-MA,3 Seasons,Canada,2019-01-28,Jesse Kim,"Eric Gregory, Peter Jensen, Samantha Morrison",German,TV Show,6.8,17,"romance, action-packed",992582,0,12978568,12
s0387,Air man become,Thriller,2015,R,1 Season,Spain,2024-06-17,Marcus Gutierrez,"Nancy Martinez, Samuel Roberts, Gerald Nicholson",Hindi,Movie,6.6,,"crime, action-packed",738252,0,7941385,3
s0388,Operation treat,Documentary,2003,TV-PG,90 min,Spain,2022-10-15,Sarah Thornton,"Amber Bailey, Melissa Watkins, Mr. David Hall",English,TV Show,6.9,19,"dark comedy, action-packed",970648,0,16729272,2
s0389,Might how food,Thriller,2002,PG-13,90 min,United Kingdom,2020-08-15,Crystal Campbell,"Chelsea Mann, Sarah Owens, Richard Nelson",Korean,Movie,4.4,,"action-packed, romance",87479,1,10788962,11
s0390,Simply along yard our,Horror,2021,R,4 Seasons,United States,2017-10-01,Andrew Turner Jr.,"Brent Smith, Brenda Rivera, Jonathan Nelson",Korean,TV Show,6.1,8,"family, dark comedy",229316,1,15589107,5
s0391,Fine,Action,2017,R,4 Seasons,Canada,2018-09-08,Christina Frazier MD,"Brittney Merritt, Rachel Gardner, Brandon Harris",Spanish,Movie,5.3,,"family, teen drama",938160,0,16883404,3
s0392,Hot,Horror,2012,PG-13,120 min,Canada,2018-01-09,Joseph Barnett,"Joshua Walker, Travis Thompson, Jason Adams",Spanish,TV Show,4.6,10,"dark comedy, romance",220396,1,15981244,7
s0393,Chair enough,Action,2002,PG-13,90 min,Spain,2019-10-26,Jesse Kim,"Jonathan Parks, Alexandra Murphy, Andrea Lopez",Hindi,Movie,6.6,,"based on true story, teen drama",385761,0,6036777,12
s0394,Other us will,Documentary,2020,R,3 Seasons,Spain,2023-06-28,Laurie Reid DDS,"Christina Richardson, Ryan Baker, Caleb Newton",Hindi,TV Show,9.2,2,"teen drama, romance",282480,0,13085085,2
s0395,Usually show truth,Horror,2020,R,90 min,Germany,2018-05-25,Laura Stark,"Michael Turner, Melissa Watkins, Erin Peters",German,Movie,8.7,,"based on true story, thriller",197313,0,2096639,5
s0396,Very white evening,Drama,2019,PG-13,2 Seasons,Germany,2017-06-05,Diane Summers,"Mary Mcgee, Amanda Miller, John Knight",Spanish,Movie,7.1,,"based on true story, action-packed",466326,1,5940988,2
s0397,City many,Crime,2008,R,3 Seasons,France,2015-10-11,William Dunn,"Stephen Bradley, Hunter Dunn, Rebecca Stout",Spanish,TV Show,9.2,7,"dark comedy, romance",774566,0,8899303,9
s0398,Family head,Sci-Fi,2005,TV-PG,4 Seasons,United Kingdom,2025-01-17,Cynthia Potter,"Taylor Jensen MD, Kevin Gonzales, Ashley Foster",Korean,Movie,9.3,,"romance, dark comedy",959162,1,12837246,9
s0399,Pull indeed,Comedy,2008,TV-MA,4 Seasons,Canada,2019-05-15,Michael Aguilar,"Dennis Garcia, Jason Sanchez, Danielle Henderson",French,TV Show,5.5,18,"dark comedy, family",658243,0,7742480,6
s0400,Indicate law student,Sci-Fi,2022,PG-13,4 Seasons,Spain,2018-11-12,Kristopher Reid,"Dominique Garcia, Heather Boone, Matthew Fleming",English,Movie,9,,"crime, based on true story",564969,0,13865937,9
s0401,Local cover,Action,2002,PG-13,90 min,France,2019-07-24,Charles Brown,"Nicole Klein, Dominique Francis, Scott Rodriguez",French,Movie,8.9,,"dark comedy, teen drama",542159,1,5979553,8
s0402,Go although option,Documentary,2009,TV-MA,90 min,United Kingdom,2021-09-15,Patrick Merritt,"Martin Snyder, Joan Thompson, Miss Miranda Morse",Japanese,TV Show,4.7,9,"based on true story, teen drama",706550,0,717370,12
s0403,Summer loss,Action,2005,PG-13,90 min,France,2024-09-23,Elijah Powell,"Leslie Graham, David Martinez, Judy Brown MD",French,Movie,8.2,,"dark comedy, based on true story",726493,1,14722225,10
s0404,Since right,Drama,2008,R,3 Seasons,France,2019-11-18,Ashley Lang,"Maria West, Michael Wright, Paul Cantu",German,Movie,8.4,,"sci-fi, dark comedy",609188,1,7613355,10
s0405,Tax production bad,Documentary,2013,TV-14,1 Season,France,2023-12-10,Sue Chen,"Sarah Dixon, Dennis Garcia, Christopher Smith",Korean,TV Show,9.5,19,"dark comedy, thriller",738392,0,15288826,5
s0406,Like save process,Horror,2010,PG-13,90 min,United Kingdom,2016-05-09,Ian Evans,"Steven Rodriguez DVM, Evan Haley, Brianna Robinson",Korean,TV Show,8.9,15,"romance, teen drama",302421,1,2332759,4
s0407,Ready,Horror,2015,TV-PG,3 Seasons,India,2022-07-02,Angela Newton,"Kevin Rivera, Don Ruiz, Kiara Lynn",Hindi,Movie,8.4,,"dark comedy, sci-fi",155706,1,6117207,10
s0408,Scene issue,Comedy,2021,TV-14,4 Seasons,France,2022-11-29,Donna White,"Vincent Morgan, Joseph Mccoy, Roberto Rodriguez",English,TV Show,6.5,17,"sci-fi, thriller",551802,0,15129712,10
s0409,Clear full air,Thriller,2022,TV-MA,2 Seasons,Canada,2016-03-01,Ryan Russell,"James Hubbard, Frank Huber, Jose Kennedy",Korean,Movie,8.8,,"sci-fi, crime",247961,0,9591747,3
s0410,Necessary,Crime,2014,R,3 Seasons,United States,2024-09-20,Peter Huerta,"Crystal Jones, Michelle Hodges, Mrs. Nicole Wolfe",German,TV Show,4.2,19,"action-packed, teen drama",238514,1,6769499,1
s0411,Student anyone region,Comedy,2010,R,1 Season,Germany,2020-06-23,Donna White,"Sydney Butler, Juan Chang, Nathan Jackson",Spanish,Movie,4.3,,"romance, based on true story",835971,0,14653048,7
s0412,Next assume,Sci-Fi,2004,TV-MA,3 Seasons,India,2021-12-21,Wanda Stark,"Bailey Owens, Nancy Martinez, Douglas Rocha",Japanese,Movie,7.8,,"thriller, crime",45150,1,2163657,5
s0413,Discover deal,Action,2003,PG-13,3 Seasons,France,2018-02-09,Eric Guerrero,"Jeremy Jones, Sierra Ruiz, Mary Bass",Spanish,Movie,5,,"thriller, based on true story",185221,0,15949860,5
s0414,Weight civil,Action,2008,R,1 Season,Canada,2015-11-24,Elijah Powell,"Sean Williams, Aaron Castro, Mariah Rodriguez",Korean,TV Show,4.5,15,"crime, action-packed",500964,0,13161610,1
s0415,Consumer right father,Action,2023,TV-PG,120 min,India,2015-10-27,Andrew Turner Jr.,"Emma Burns, Anne Parker, Amber Bailey",Japanese,Movie,5.2,,"based on true story, romance",193745,0,16604197,10
s0416,Fly star,Drama,2023,PG-13,3 Seasons,Spain,2021-06-08,Jennifer Price,"Sandra Russell, Tyler Brooks, David Taylor",Spanish,TV Show,8.9,13,"based on true story, romance",235743,0,9173604,8
s0417,Parent apply,Sci-Fi,2010,TV-PG,2 Seasons,Canada,2018-10-21,Cindy Barnett,"Jessica Thomas, Jordan Snyder, Jason Sanchez",German,TV Show,8.9,7,"teen drama, based on true story",276015,1,7655753,11
s0418,May such,Crime,2022,R,120 min,India,2025-01-02,Joseph Barnett,"Melissa Watkins, Tiffany Reed, Sydney Butler",Hindi,TV Show,9,2,"action-packed, sci-fi",220646,0,5903723,2
s0419,Our,Action,2007,TV-MA,4 Seasons,United Kingdom,2022-10-29,Michael Aguilar,"Debra Carroll, Dr. Robert Griffin, Gabriela Ellison",Korean,TV Show,5.3,20,"based on true story, sci-fi",953372,0,17557615,11
s0420,Piece model,Thriller,2008,TV-PG,3 Seasons,France,2020-02-04,Heather Ward,"John Knight, Laura Garcia, Andrea Lopez",Japanese,TV Show,4.2,16,"romance, action-packed",371056,0,2645465,1
s0421,Southern I father,Documentary,2012,R,1 Season,India,2017-03-12,Christina Frazier MD,"Matthew Chavez, David Harvey, Melissa Perkins",Korean,TV Show,5.1,6,"romance, family",889105,0,14329172,2
s0422,Suffer expect anything,Action,2001,TV-MA,2 Seasons,Germany,2022-05-13,Steven Flynn,"Samuel Green, Mr. David Hall, Catherine Foley",French,Movie,6.3,,"romance, thriller",317756,0,18817987,4
s0423,And coach,Horror,2005,R,3 Seasons,France,2024-09-22,Tracey Walsh,"Carly Curry, Briana Lane, James Friedman",English,Movie,6.1,,"crime, action-packed",970555,0,16866706,7
s0424,Trade experience around,Sci-Fi,2004,TV-MA,1 Season,France,2018-06-05,Garrett Ryan,"Christine Nelson, Rebecca Stout, Tina Shaffer MD",Spanish,Movie,9,,"crime, thriller",301408,1,14995186,1
s0425,Difference close,Drama,2009,TV-PG,120 min,Canada,2024-09-10,Megan Estrada,"Karen Washington, Kiara Lynn, Shirley Obrien",English,Movie,4.5,,"crime, action-packed",761678,0,5357230,10
s0426,Deal interesting,Sci-Fi,2005,R,2 Seasons,Germany,2015-08-07,Peter Huerta,"Amy Moore, Dominique Garcia, Mr. Eric Finley PhD",Spanish,TV Show,8.2,5,"thriller, crime",558903,1,3917423,10
s0427,Body long,Horror,2018,TV-MA,2 Seasons,Canada,2024-04-18,Laura Stark,"Carly Curry, Jeffrey Allen, Brenda Rivera",English,TV Show,5.7,13,"dark comedy, crime",426929,0,7976061,1
s0428,Television cause,Sci-Fi,2019,TV-MA,2 Seasons,France,2019-04-29,Renee Young,"Kathy Faulkner, Kara Ortiz, Ian Mathews",Korean,Movie,9.3,,"thriller, sci-fi",873264,1,16428307,9
s0429,Whole current,Documentary,2012,TV-14,120 min,Spain,2022-08-06,Robert Monroe,"Jenna Parker, Ruth Edwards, Daniel Donovan",German,TV Show,8.1,20,"crime, romance",709226,0,10752958,2
s0430,Western,Comedy,2012,TV-MA,2 Seasons,Canada,2023-11-14,Edward Norris,"Nancy Martinez, Scott Marshall, Jessica Williams",Spanish,TV Show,9.2,3,"family, sci-fi",246720,0,2297649,7
s0431,Seem word actually,Crime,2012,TV-14,90 min,France,2022-01-19,Kimberly Burnett,"Cindy Lyons, Christina Salinas, Frank Huber",French,TV Show,4.3,19,"sci-fi, crime",612145,1,14985864,3
s0432,Behind somebody,Documentary,2017,TV-14,120 min,India,2023-10-24,Christian Taylor,"Christina Richardson, Cindy Gonzalez, Kara Ortiz",German,TV Show,7.2,7,"action-packed, family",254778,0,11278969,5
s0433,Push almost,Documentary,2009,R,3 Seasons,Spain,2017-05-05,Mark Wang,"Johnny Smith, Michael Adams, Heather Durham",Korean,Movie,9.3,,"thriller, teen drama",342859,1,15771502,2
s0434,How my his,Sci-Fi,2022,TV-14,120 min,United Kingdom,2017-06-06,Eileen Perez,"Steven Atkins, Ryan Baker, Alicia Solomon",French,TV Show,7.9,11,"teen drama, romance",525771,1,18982468,3
s0435,Partner run material,Thriller,2002,R,2 Seasons,United States,2024-05-27,Joseph Barnett,"Todd Ramos, Edward Benson, Erin Peters",Hindi,TV Show,6,15,"teen drama, dark comedy",362687,0,6480365,6
s0436,Economy media indeed,Documentary,2018,TV-PG,1 Season,France,2018-05-03,Randall Brown,"Christina Richardson, Brad Adams, Samuel Green",French,TV Show,8,6,"thriller, action-packed",980149,0,6081849,11
s0437,Agent professional fall she,Documentary,2009,TV-PG,2 Seasons,United Kingdom,2015-12-17,Isaiah Gonzalez,"Cody Ramirez PhD, David Gray, Nancy Clayton",Spanish,TV Show,4.6,12,"romance, family",335260,0,3007384,6
s0438,Success college really,Action,2007,TV-PG,1 Season,United Kingdom,2018-05-26,Darren Rivas,"Jennifer Baker, John Yu DDS, Andrea Lopez",English,Movie,4.5,,"dark comedy, action-packed",498585,1,4934927,7
s0439,Investment research,Action,2010,R,90 min,United Kingdom,2024-06-19,Patrick Stokes,"Jenna Parker, Sandra Ortiz, Stephen Bradley",Japanese,TV Show,9.1,19,"teen drama, family",791548,0,8960730,6
s0440,Party rich trip,Comedy,2008,PG-13,1 Season,Germany,2020-04-21,Scott Jackson,"Michelle Hodges, Nancy Martinez, Lisa Johnson",Korean,TV Show,9.5,9,"action-packed, family",54904,1,9385064,2
s0441,Never vote,Comedy,2023,TV-14,120 min,Germany,2015-08-15,Mary Hogan,"Dustin Patterson, Heather Durham, Nathan Jackson",French,TV Show,7.3,5,"action-packed, based on true story",787499,1,9895245,2
s0442,Old add,Action,2022,PG-13,4 Seasons,United Kingdom,2023-09-25,Ian Evans,"Kevin Rivera, Dr. Robert Griffin, Daniel Hudson",Spanish,TV Show,5.8,9,"romance, family",245062,0,16768921,11
s0443,Resource want,Comedy,2009,R,1 Season,Canada,2021-11-30,Taylor Singh,"Misty Sparks, Morgan James, Evan Haley",English,Movie,4.5,,"dark comedy, crime",263213,1,17858903,8
s0444,Prove support herself,Crime,2021,TV-PG,1 Season,Spain,2015-09-14,Laura Stevens,"Keith Allen, Michael Wilkerson, Emily Lopez",French,TV Show,8.3,4,"based on true story, action-packed",463731,0,16024304,10
s0445,Mrs meet,Drama,2011,R,4 Seasons,Germany,2018-02-10,Anthony Robertson,"Brianna Robinson, Jason Williams, Caleb Newton",English,TV Show,7.8,2,"sci-fi, thriller",965099,0,19814348,5
s0446,She manager system,Sci-Fi,2018,R,120 min,United Kingdom,2021-12-04,Brenda Campos,"Dennis Garcia, Morgan James, Christina Salinas",English,Movie,6,,"action-packed, romance",89544,0,11442612,8
s0447,Bar relate,Horror,2006,TV-14,1 Season,France,2018-02-17,Eric Guerrero,"Mitchell Morrison, Kathy Faulkner, Samantha Wilson",French,Movie,7,,"romance, action-packed",947425,1,15025026,3
s0448,Million happen,Drama,2007,TV-PG,2 Seasons,Canada,2016-06-29,Debra Smith,"Jose Kennedy, Jason Smith, Mr. Dale Baker MD",German,TV Show,7.9,8,"dark comedy, romance",900010,0,8523001,10
s0449,Policy very history,Sci-Fi,2022,R,3 Seasons,France,2024-04-16,Christopher Campos,"Stacie Garcia, Christopher Smith, Dalton Doyle",Hindi,TV Show,5.9,15,"dark comedy, crime",915760,0,14674447,3
s0450,And we,Comedy,2013,TV-14,4 Seasons,United States,2016-08-17,Adam Reynolds,"Barbara Sanchez, Scott Marshall, Timothy Bruce",Japanese,TV Show,7.9,12,"sci-fi, dark comedy",781708,0,10203644,3
s0451,Station school sing,Horror,2006,R,4 Seasons,India,2021-07-29,Tyrone Jimenez,"Danielle Wiggins, Erin Peters, Timothy Bruce",German,TV Show,6.3,2,"thriller, teen drama",180238,1,12031448,6
s0452,Range within time,Crime,2005,TV-PG,90 min,Germany,2024-04-24,Jason Miller,"Teresa Stevens, Alexandra Murphy, Scott Wilkerson",French,TV Show,7.1,4,"based on true story, crime",386921,1,17006641,5
s0453,Shoulder get,Crime,2001,TV-MA,2 Seasons,France,2019-03-20,Robert Rodriguez,"Alexander Hicks, Tammy Smith, Mrs. Jessica Delgado",Spanish,TV Show,4.6,17,"action-packed, thriller",971949,0,5618970,3
s0454,Head clearly compare,Comedy,2016,TV-PG,3 Seasons,Canada,2024-02-23,Russell Hill,"Anne Parker, Christina Richardson, Valerie Lawson",French,TV Show,5.1,2,"crime, action-packed",42739,1,14858027,10
s0455,Likely tend small,Horror,2014,TV-14,3 Seasons,Germany,2021-04-04,Heather Cervantes,"Eric Pineda II, Sean Price, Frank Huber",English,TV Show,5.7,18,"crime, dark comedy",178058,1,12370828,2
s0456,Road book,Thriller,2001,R,4 Seasons,India,2021-10-18,Steve Morris,"Douglas Martinez, Vickie Roberts, Dale Brown",Spanish,Movie,7.1,,"thriller, sci-fi",173621,0,5127955,4
s0457,Require election decision maybe,Crime,2014,TV-14,1 Season,Canada,2021-08-25,Kristopher Reid,"Alexandra Murphy, Zachary Garza, Sydney Butler",Japanese,TV Show,5.6,6,"based on true story, family",900822,1,12653836,5
s0458,Class home,Documentary,2002,TV-PG,120 min,Spain,2020-07-16,Thomas Odonnell,"Danielle Mcintyre, Robert Schmidt, Kayla Munoz",French,Movie,6.3,,"sci-fi, family",190076,0,2363153,12
s0459,Go model TV,Sci-Fi,2002,PG-13,90 min,India,2020-01-06,Carol Suarez,"Jason Adams, Megan Jones, Julie Estes",French,Movie,9.2,,"sci-fi, romance",97640,0,17510769,7
s0460,Wonder police,Horror,2012,TV-MA,1 Season,United Kingdom,2022-07-12,Andrew Lawson,"Dominique Garcia, Mr. Sean Donaldson, Randall Clark",French,Movie,8.8,,"teen drama, romance",717866,1,18836179,2
s0461,Statement member I,Sci-Fi,2012,PG-13,2 Seasons,United States,2016-11-04,Christopher Perkins,"Sharon Williams, Candace Price MD, Jose Fernandez",Korean,Movie,6.9,,"family, thriller",750322,0,13558649,5
s0462,Whatever rise program,Comedy,2002,PG-13,1 Season,United Kingdom,2019-12-06,Sara Evans,"Mrs. Nicole Wolfe, Melinda Hobbs, Judy Brown MD",Korean,Movie,8.8,,"romance, family",755968,0,14638493,11
s0463,Red perform clearly,Sci-Fi,2004,TV-PG,3 Seasons,India,2024-08-21,Kenneth Rose,"Michael Nelson, Kathleen Smith, Evelyn Spence",Hindi,Movie,7.8,,"thriller, based on true story",952687,1,8993578,7
s0464,Contain organization,Horror,2013,R,90 min,United Kingdom,2015-06-08,Jean Sellers,"Dennis Owen, Mary Dixon, Dominic Buchanan",Japanese,TV Show,9.5,11,"family, sci-fi",296850,1,7426310,6
s0465,Claim among quality,Drama,2016,PG-13,4 Seasons,United Kingdom,2021-10-08,Michael Harper,"Tyler Brooks, Todd Ramos, Anthony Black",Spanish,Movie,8.3,,"family, based on true story",801559,1,16600488,7
s0466,Ago rule society,Thriller,2022,R,3 Seasons,France,2023-07-17,Christina Armstrong,"Heather Durham, Miss Miranda Morse, Michael Taylor",German,TV Show,8.2,16,"romance, thriller",393209,0,14939258,4
s0467,Money that career,Sci-Fi,2008,PG-13,3 Seasons,Spain,2024-01-29,Russell Hill,"Lori Gregory, Roberto Rodriguez, Brittany Mayo",Korean,Movie,5.3,,"crime, family",224548,0,13065330,7
s0468,And lose much,Crime,2003,TV-14,120 min,India,2016-08-26,Taylor Singh,"Scott Rodriguez, Michael Michael, Ruth Edwards",Korean,Movie,7.7,,"based on true story, dark comedy",974018,0,14925329,2
s0469,Top try field technology,Comedy,2012,R,3 Seasons,France,2024-12-24,Jennifer Cameron,"Jessica Krause, Mr. Brett Lewis, Steven Mitchell",Korean,TV Show,8.8,11,"romance, teen drama",842372,1,19764720,10
s0470,Car something ball,Horror,2008,TV-14,2 Seasons,Germany,2015-06-13,Suzanne Figueroa,"Nicholas Summers, Dillon Adams, Dr. Robert Griffin",German,Movie,5.5,,"based on true story, crime",888028,1,6455436,5
s0471,Drug positive product,Documentary,2014,PG-13,2 Seasons,Spain,2015-04-16,Carl Mathis,"Danny Jackson, Monica Donovan, Adam Walters",Spanish,Movie,6.7,,"sci-fi, teen drama",144290,1,16826010,6
s0472,While ten,Action,2020,TV-MA,2 Seasons,India,2022-04-01,Richard Thornton,"Danielle Anderson, Veronica Johnson, Amanda Serrano",French,Movie,6.8,,"romance, based on true story",955864,1,2956770,7
s0473,What drive remember,Comedy,2011,TV-14,2 Seasons,Canada,2020-01-03,Laura Stark,"Todd Ramos, Morgan James, Mark Thompson",German,Movie,7.3,,"family, dark comedy",787744,0,3180973,12
s0474,Use model,Action,2001,TV-MA,120 min,United Kingdom,2016-09-24,Adam Reynolds,"Ashley Molina, Miss Karen Young PhD, Tristan Sims",German,TV Show,5.4,11,"crime, teen drama",525646,1,2660107,1
s0475,Field maybe,Action,2006,TV-MA,1 Season,Germany,2022-02-03,Kayla Jackson,"Stephen Bradley, Mary Mcgee, Danielle Henderson",English,Movie,7.2,,"romance, crime",313633,0,3147028,2
s0476,Help everyone concern prove,Sci-Fi,2000,PG-13,90 min,United Kingdom,2017-04-15,Cameron Hamilton,"Alexander Hicks, Christina Wong, Ashlee Bautista",German,Movie,4.8,,"family, romance",185134,0,10573017,9
s0477,Mind network range,Horror,2019,PG-13,1 Season,Canada,2017-03-20,Melanie Rodriguez,"Alicia Neal, Douglas Page, Sharon Yoder",English,TV Show,5.4,6,"romance, dark comedy",935324,0,18959970,1
s0478,Recently same health,Comedy,2017,PG-13,2 Seasons,Canada,2017-04-08,Laura Stevens,"Jason Sanchez, Christina Richardson, Nicholas Summers",French,Movie,6.7,,"thriller, crime",754740,1,13811599,9
s0479,Article you black,Documentary,2006,PG-13,90 min,India,2023-08-15,Tyler Norton,"Rachel Gardner, Donna Garcia, Michael Michael",Hindi,TV Show,8.6,14,"romance, sci-fi",825685,0,16852557,5
s0480,Determine describe time foreign,Drama,2015,R,3 Seasons,United Kingdom,2021-08-19,Sierra Lewis,"Kayla Underwood, Brad Adams, Christopher Smith",Hindi,Movie,4.8,,"action-packed, dark comedy",224878,1,3680199,12
s0481,Police born,Crime,2019,TV-PG,4 Seasons,Germany,2022-03-04,Tyler Norton,"Catherine Best, Jeremiah Smith, Makayla Oneill",Japanese,Movie,5.4,,"crime, teen drama",355765,0,1597410,12
s0482,Gas today affect,Thriller,2006,R,1 Season,United Kingdom,2015-07-27,James Tucker,"Donald Wilson, Benjamin Long, Misty Sparks",Hindi,Movie,7.6,,"dark comedy, action-packed",565368,1,17229194,2
s0483,Finally population store,Documentary,2000,TV-PG,2 Seasons,Germany,2019-12-16,Debra Smith,"Cindy Gonzalez, Marissa Martin, Jason Sanchez",Spanish,Movie,7.3,,"thriller, family",55292,1,16411083,8
s0484,Space it,Documentary,2014,R,3 Seasons,France,2025-01-24,Alicia Holder,"Mary Mcgee, Gerald Harvey, Theodore Harmon",Japanese,TV Show,6.4,9,"thriller, romance",310166,0,10210209,4
s0485,Public officer,Documentary,2015,TV-PG,3 Seasons,United Kingdom,2022-02-18,Bethany Miller,"Maria West, Franklin Campbell, Daniel Castillo",Japanese,Movie,7.3,,"thriller, dark comedy",854410,0,5470474,5
s0486,Prove candidate,Horror,2018,TV-MA,2 Seasons,France,2023-07-02,Renee Taylor,"Michael West, Eric Gregory, Christopher Collins",Korean,TV Show,8.3,16,"crime, sci-fi",861029,1,18015017,6
